"","id","identification","molecule","forme","couleur","pourcentage","coupe","presencecoupe","paracetamol","X6MAM","noscapine","cafeine","levamisole","phenacetine","hydroxyzine","lidocaine","procaine","papaverine","dextrometorphane","morphine","comprime","date","topic_id","date_rendu","provenance","molecule_correct","molecule_simp","famille"
"1398",1482,"PSY253821","3-CMC","","Blanche","70","3-CMC 94% équivalent chlorhydrate

marge incertitude : +/- 10%",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-25,0,1736855342,"Dealer de rue (four)","3-CMC","3-CMC","Cathinones"
"1399",970,"PSY23267","3-CMC","Cristal","","62","3-CMC 91% équivalent chlorhydrate

marge incertitude : +/- 10%",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-10-13,0,1729104542,"Réseaux sociaux en ligne","3-CMC","3-CMC","Cathinones"
"1400",237,"RDRAD24966","3-CMC","Poudre","Marron foncé","0","3-CMC 94% équivalent chlorhydrate

marge incertitude : +/- 10%",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-20,0,1721414942,"Livreur","3-CMC","3-CMC","Cathinones"
"1401",946,"PSYCHO243045","4-MMC","Poudre","blanc","88","3-CMC non quantifiée ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-01-27,0,1692226141,"Boutique en ligne","4-MMC (mephedrone)","4-MMC (mephedrone)","Cathinones"
"1402",2517,"PSY241894","2-MMC","Poudre","blanche","45","2-MMC non quantifiée",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-01-06,0,1739908142,"Boutique en ligne","2-MMC","2-MMC","Cathinones"
"1403",2813,"PSY253889","MDMA","Cristal","","THC 36%, CBD 1%, CBG <1%, CBN 6%","MDMA 80,48% base soit 95,7% équivalent sel.
Nos résultats sont rendus avec une incertitude de +/- 10%. ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-06-03,0,0,"Dealer de rue (four)","MDMA","MDMA","MDMA"
"1404",1793,"PSYCHO241330","MDMA","Poudre","Blanc","63","Nous détectons de la MDMA à hauteur de 74% eq base soit 88% eq chlorhydrate
Nos résultats sont rendus avec une incertitude de +/-10% sur la valeur chiffrée annoncée",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-08-27,0,1742384942,"Boutique en ligne","MDMA","MDMA","MDMA"
"1405",541,"PSY254009","MDMA","Cristal","transparent","NQ","MDMA 45,21% base soit 53,7% équivalent sel.
Nos résultats sont rendus avec une incertitude de +/- 10%. ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-03-03,0,1744656542,"Dealer de rue (four)","MDMA","MDMA","MDMA"
"1406",2159,"RDRAD241449","MDMA","comprimé","","10","MDMA 42,68% base soit 50,7% équivalent sel.
Nos résultats sont rendus avec une incertitude de +/- 10%. ",0,0,0,0,0,0,0,0,0,0,0,0,0,158,2024-04-08,0,1724762942,"","MDMA","MDMA","MDMA"
"1407",886,"PSY242718","3-CMC","Poudre","Blanc","THC 17%, CBG <1%, CBN <1%","3-CMC 94% équivalent chlorhydrate

marge incertitude : +/- 10%",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-05-26,0,1748861342,"Don entre partenaire de conso","3-CMC","3-CMC","Cathinones"
"1408",1445,"PSY242367","Cocaïne","comprimé","marron","0","Cocaïne 78,35% base soit 87,8% équivalent sel.
Nos résultats sont rendus avec une incertitude de +/- 10%. ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-01-10,0,1726858142,"Deep web / dark web","Cocaïne","Cocaïne","Cocaïne"
"1409",212,"PSY254410","Cannabis / Herbe","Résine","Marron","83","Analysé par HPLC, laboratoire Checklabs.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-11-25,0,0,"","Cannabis / Herbe","Cannabis (THC/CBD)","Cannabinoïdes"
"1410",1215,"PSY241697","Cannabis / Herbe","Poudre","VERT","32","Analysé par HPLC, laboratoire Checklabs.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-05-28,0,1743533342,"Deep web / dark web","Cannabis / Herbe","Cannabis (THC/CBD)","Cannabinoïdes"
"1411",541,"PSY242171","Cannabis / Herbe","Poudre","Rose Love","","Analysé par HPLC, laboratoire Checklabs.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-05-03,75897,1705412941,"","Cannabis / Herbe","Cannabis (THC/CBD)","Cannabinoïdes"
"1412",1610,"PSY254021","Héroïne","comprimé","marron","74","Teneurs en héroïne, alcaloïdes et adultérants (en équivalent base)
Héroïne 44%
Noscapine 15%
Papavérine 2%
Paracétamol 8%
Caféine 24%

Nos résultats sont rendus avec une incertitude de +/-10% sur la valeur chiffrée",1,0,0,0,33,0,0,0,0,0,0,0,0,0,2024-11-25,0,1729018142,"Deep web / dark web","Héroïne","Héroïne","Héroïne"
"1413",2782,"PSY241093","3-CMC","Cristal","Gris","0","2-MMC non quantifiée",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-06-03,0,1732016942,"Deep web / dark web","3-CMC","3-CMC","Cathinones"
"1414",1914,"PSY254362","MDMA","","","79","MDMA 26,07% équivalent base soit 31% équivalent sel (chlorhydrate).
Nos résultats sont rendus avec une incertitude de +/- 10%. ",0,0,0,0,0,0,0,0,0,0,0,0,0,188,2024-05-29,0,1732218542,"Dealer en soirée","MDMA","MDMA","MDMA"
"1415",465,"PSY253617","LSD","Poudre","Rose","","LSD Détecté",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-10-14,0,0,"","LSD","LSD","Hallucinogènes"
"1416",3111,"PSY254109","DOB","Herbe","blanc","36","Le DOB ne fait pas partie de la liste des molécules identifiables actuellement. 

Nous détectons donc un élément unique mais inconnu, pour lequel nous allons réaliser un envoi sintes et revenir vers vous dès le résultat obtenu 

MISE A JOUR 02/09/2024 : l'analyse SINTES confirme qu'il s'agit bien de DOB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-07-01,0,1725562142,"Dealer en soirée","DOB","DOB","Hallucinogènes"
"1417",842,"PSY253927","MDMA","","blanche","68.3% équivalent sel","MDMA 78% base soit 93% équivalent chlorhydrate

marge incertitude : +/- 10%",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-11-13,0,1688165341,"Deep web / dark web","MDMA","MDMA","MDMA"
"1418",2967,"PSY241312","Héroïne","Cristal","blanche ","NQ","Héroine 29%
Paracétamol 30%
caféine 16%
6MAM %
papavérine 2%
noscapine  16%",1,55,0,0,28,0,0,0,0,0,0,0,0,0,2025-05-15,0,1692967742,"Deep web / dark web","Héroïne","Héroïne","Héroïne"
"1419",1924,"RDRAD23561","Cocaïne","comprimé","blanc","44","Cocaine 83% équivalent base soit 93% équivalent chlorhydrate 

marge incertitude : +/- 10%",0,0,0,0,0,0,0,0,0,0,0,0,0,287,2024-06-10,0,1724762942,"Livreur","Cocaïne","Cocaïne","Cocaïne"
"1420",693,"PSY242743","3-MMC","Résine","blanc","86","2-MMC détectée",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-12-06,0,1723027742,"Deep web / dark web","3-MMC","3-MMC","Cathinones"
"1421",2928,"RDRAD254208","MDMA","comprimé","blanc","79","MDMA 25% équivalent chlorhydrate

attention, comprimé non entier : pas de quantification totale ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-03-20,0,1705412941,"Réseaux sociaux en ligne","MDMA","MDMA","MDMA"
"1422",1414,"PSY243245","Cannabis / Herbe","Poudre","Blanc, légèrement brun","0","Analysé par HPLC, laboratoire Checklabs.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-04-24,0,1741204143,"Deep web / dark web","Cannabis / Herbe","Cannabis (THC/CBD)","Cannabinoïdes"
"1423",736,"RDRAD241907","Cocaïne","Résine","blanc","79","Cocaïne 75% base soit 84% sel (chlorhydrate).
Nos résultats sont rendus avec une incertitude de +/- 10%. ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-10-21,0,1740786542,"Dealer de rue (four)","Cocaïne","Cocaïne","Cocaïne"
"1424",341,"PSY23675","3-MMC","Poudre","blanche","12","2-MMC non quantifiée ",0,0,0,0,0,0,0,0,0,0,0,0,0,222,2024-05-08,0,1687178942,"Deep web / dark web","3-MMC","3-MMC","Cathinones"
"1425",529,"PSYCHO242639","Cocaïne","Poudre","blanc","24","Cocaïne 78% base soit 87,4% équivalent sel (chlorhydrate).
Nos résultats sont rendus avec une incertitude de +/- 10%. ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-01-16,0,1718117384,"Deep web / dark web","Cocaïne","Cocaïne","Cocaïne"
"1426",1421,"PSY242400","Cocaïne","Poudre","blanche","72","Cocaïne 59% base soit 66,1% équivalent sel (chlorhydrate) + Phénacétine 14%. 
Nos résultats sont rendus avec une incertitude de +/- 10%. ",1,0,0,0,0,0,14,0,0,0,0,0,0,0,2024-04-19,0,1735912142,"Deep web / dark web","Cocaïne","Cocaïne","Cocaïne"
"1427",1011,"PSY242189","Cocaïne","","blanche","82","Cocaïne 83% base soit 93% équivalent sel.
Nos résultats sont rendus avec une incertitude de +/- 10%. ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-05-24,0,1733860142,"Livreur","Cocaïne","Cocaïne","Cocaïne"
"1428",3115,"PSY241226","Cocaïne","Poudre","Blanc cassé avec brillance","80","Cocaïne 81% base soit 90,7% équivalent sel (chlorhydrate).
Nos résultats sont rendus avec une incertitude de +/- 10%. ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-02-24,0,1719254942,"","Cocaïne","Cocaïne","Cocaïne"
"1429",1335,"PSY242425","Crack/Freebase (cocaine base)","Poudre","blanc","31","Cocaïne 31% base.
Nos résultats sont rendus avec une incertitude de +/- 10%. ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-10-29,0,0,"Deep web / dark web","Crack/Freebase (cocaine base)","Crack/Freebase (cocaine base)","Crack/Freebase (cocaine base)"
"1430",2068,"PSY241910","3-MMC","Poudre","beige","75","2-MMC non quantifiée",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-12-19,0,1730144942,"Livreur","3-MMC","3-MMC","Cathinones"
"1431",2532,"PSY254290","3-MMC","Poudre","","NQ","2-MMC non quantifiée",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-14,0,1713480541,"Dealer de rue (four)","3-MMC","3-MMC","Cathinones"
"1432",1432,"PSY254145","3-MMC","Cristal","clanc","80","4-MMC ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-02-10,0,1722552542,"Dealer de rue (four)","3-MMC","3-MMC","Cathinones"
"1433",1596,"RDRAD24948","Cocaïne","Poudre","blanche","0","Cocaïne 83% base soit 93% équivalent sel (chlorhydrate).
Nos résultats sont rendus avec une incertitude de +/- 10%. ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-05-27,0,1737719342,"Dealer de rue (four)","Cocaïne","Cocaïne","Cocaïne"
"1434",1854,"PSY241477","3-MMC","Poudre","Blanc/grisatre","86","2-MMC non quantifiée ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-10-31,0,1746010143,"","3-MMC","3-MMC","Cathinones"
"1435",3115,"RDRADISTANCE23293","Héroïne","","blanche","NQ","Paracétamol 23% 
6-MAM nq 
Caféine 16% 
Héroïne 27% 
Noscapine 26% 
Papavérine 2%",1,0,0,0,36,0,0,0,0,0,0,0,0,0,2024-10-13,0,1715798942,"","Héroïne","Héroïne","Héroïne"
"1436",886,"PSY243174","Héroïne","Poudre","blanc","39","Héroïne 14%
Paracétamol 37%
Caféine 21%
6MAM 8%
Noscapine 17%
Papavérine 2%",1,43,0,0,6,0,0,0,0,0,0,0,0,0,2023-11-01,0,1720781342,"Deep web / dark web","Héroïne","Héroïne","Héroïne"
"1437",2314,"PSY23404","MDMA","Poudre","blanc","84","MDMA 27% base soit 32,1% sel (chlorhydrate) + Caféine 21%.
Soit 120,4 mg de MDMA sel pour ce comprimé de 375 mg en supposant que ce dernier est homogène. 
Nos résultats sont rendus avec une incertitude de +/- 10%. ",1,0,0,0,21,0,0,0,0,0,0,0,0,0,2024-05-19,0,1708127341,"Réseaux sociaux en ligne","MDMA","MDMA","MDMA"
"1438",2531,"RDRAD23550","3-MMC","Poudre","Beige","35","2-MMC non quantifiée ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-11-08,0,1746010143,"Dealer en soirée","3-MMC","3-MMC","Cathinones"
"1439",702,"PSY23461","MDMA","Poudre","beige","85","MDMA 80% base soit 95% équivalent sel (chlorhydrate).
Nos résultats sont rendus avec une incertitude de +/- 10%. ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-05-23,0,1735343342,"Deep web / dark web","MDMA","MDMA","MDMA"
"1440",1618,"PSY241018","3-MMC","Poudre","blanche","NQ","2-MMC non quantifiée ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-11-19,0,1739792942,"Réseaux sociaux en ligne","3-MMC","3-MMC","Cathinones"
"1441",799,"PSY241096","MDMA","comprimé","blanc cassé, marron","74","MDMA 28% base soit 33,3% équivalent sel (chlorhydrate).
Soit pour 183,15 mg de MDMA sel pour ce comprimé de 550 mg.
Nos résultats sont rendus avec une incertitude de +/- 10%. ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-08-25,0,1747162142,"","MDMA","MDMA","MDMA"
"1442",675,"PSYCHO253553","Cocaïne","Poudre","Blanc crème - léger brun","93","Cocaïne 81% base soit 90,7% sel (chlorhydrate).
Nos résultats sont rendus avec une incertitude de +/- 10%. ",0,0,0,0,0,0,0,0,0,0,0,0,0,182,2025-04-04,0,1742932142,"Boutique en ligne","Cocaïne","Cocaïne","Cocaïne"
"1443",1058,"PSY242677","Cannabis / Herbe","Poudre","BLANC","0","Analysé par HPLC, laboratoire Checklabs.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-05-02,0,1698274142,"Deep web / dark web","Cannabis / Herbe","Cannabis (THC/CBD)","Cannabinoïdes"
"1444",1721,"PSY242101","Cannabis / Herbe","Cristal","blanc","0","THC prépondérant ",0,0,0,0,0,0,0,0,0,0,0,0,0,189,2024-12-27,0,1725022142,"Réseaux sociaux en ligne","Cannabis / Herbe","Cannabis (THC/CBD)","Cannabinoïdes"
"1445",1461,"PSY241674","Cannabis / Herbe","Poudre","","81","THC prépondérant ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-06-04,0,1735912142,"Deep web / dark web","Cannabis / Herbe","Cannabis (THC/CBD)","Cannabinoïdes"
"1446",1754,"PSY242335","Cannabis / Herbe","Poudre","Blanche","0","Analysé par HPLC, laboratoire Checklabs.
Pas d'autre composé observé à l'analyse.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-08-11,0,1732650541,"Livreur","Cannabis / Herbe","Cannabis (THC/CBD)","Cannabinoïdes"
"1447",823,"RDRAD24849","Héroïne","Poudre","blanc nacré","0","Héroïne 2%
Paracétamol 56%
Caféine 33%
6MAM 2%
Noscapine 4%
Papavérine 1%",1,4,0,0,2,0,0,0,0,0,0,0,0,0,2025-01-25,0,1725302942,"Dealer de rue (four)","Héroïne","Héroïne","Héroïne"
"1448",485,"PSY254104","cannabinoïde de synthèse","Poudre","beige","70","Nous ne détectons pas de THC, peut-être de part la forme atypique, mais nous détectons 1 élément non identifié 

Nous allons réaliser un envoi SINTES sous peu et nous vous tiendrons informés des résultats ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-07-15,0,1728672542,"Boutique en ligne","cannabinoïde de synthèse","cannabinoïde de synthèse","Cannabinoïdes"
"1449",2062,"RDRAD243151","Cocaïne","Poudre","blanche","0","Cocaïne 83% base soit 93% équivalent chlorhydrate

+/- 10%",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-11-13,0,1690584541,"Réseaux sociaux en ligne","Cocaïne","Cocaïne","Cocaïne"
"1450",2207,"PSY241090","Cocaïne","Poudre","Blanc/gris","86","Cocaine et Phénacétine NQ (co-élution) ",1,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-06-07,0,1736538542,"","Cocaïne","Cocaïne","Cocaïne"
"1451",1147,"RDRAD242145","3-MMC","Cristal","","0","2-MMC détectée (nous ne quantifions pas encore cette molécule)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-12-01,0,1744829342,"","3-MMC","3-MMC","Cathinones"
"1452",1063,"PSY241761","3-MMC","comprimé","","31","2-MMC détectée (nous ne quantifions pas encore cette molécule)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-07-27,0,1748630942,"Dealer en soirée","3-MMC","3-MMC","Cathinones"
"1453",2973,"PSY253601","3-MMC","Poudre","blanc","65","2-MMC détectée (nous ne quantifions pas encore cette molécule)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-11-27,0,1702424942,"Dealer en soirée","3-MMC","3-MMC","Cathinones"
"1454",1449,"PSY242051","Héroïne","Liquide","Rose","81","Héroïne 25.7%
Caféine 17.7%
Paracétamol 33.4%
6-MAM 1.4%
Papavérine 1.9%
Noscapine 17.9%",1,45,0,0,0,0,0,0,0,0,0,0,0,0,2024-06-04,0,1696891742,"","Héroïne","Héroïne","Héroïne"
"1455",2119,"RDRAD241491","Héroïne","comprimé","beige","NQ","Héroïne 12,57% base + 6-MAM 2,74% + Morphine 1,61% + Noscapine 4,82% + Papavérine 0,55% + Caféine 5,52%. 
Un dernier élément est en cours d'identification. 
Nos résultats sont rendus avec une incertitude de +/- 10%. 

MISE A JOUR 8 aout 2024 :
nous détectons des cannabinoides de synthèse dans cet échantillon. nous allons réaliser un envoi sintes ",1,0,0,0,30,0,0,0,0,0,0,0,0,0,2025-05-18,0,1748458142,"Dealer de rue (four)","Héroïne","Héroïne","Héroïne"
"1456",1531,"RDRAD241135","Héroïne","comprimé","Marron avec tâches noires","83","Héroïne 10%
Paracétamol 54%
Caféine 26%
Noscapine 4%

+/- 10%",0,16,0,0,32,0,0,0,0,0,0,0,0,0,2025-01-20,0,1715107741,"Deep web / dark web","Héroïne","Héroïne","Héroïne"
"1457",2087,"PSY24845","Héroïne","Cristal","","0","Paracétamol : 42%
Caféine : 29%
Noscapine : 11%
Papavérine : 1%",1,0,0,0,24,0,0,0,0,0,0,0,0,0,2024-05-30,0,1701820141,"","Héroïne","Héroïne","Héroïne"
"1458",902,"PSY253438","Cocaïne","Poudre","saumon","23","Cocaïne 86% base soit 96% équivalent chlorhydrate

+/- 10%",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-03-07,0,1700833742,"","Cocaïne","Cocaïne","Cocaïne"
"1459",3234,"PSYCHOACTIF2023009 ","Cocaïne","Poudre","Blanc et motifs violet, bleu","4","Cocaïne 51% base soit 57% équivalent chlorhydrate
Caféine 14%
Procaïne détectée 

+/- 10%",1,0,0,0,14,0,0,0,0,0,0,0,0,216,2025-05-16,73877,1707176941,"Deep web / dark web","Cocaïne","Cocaïne","Cocaïne"
"1460",2986,"PSY24828","Cocaïne","Poudre","Blanc / Jaune","","Cocaïne 83% base soit 93% équivalent chlorhydrate

+/- 10%",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-03-08,0,1719341342,"Deep web / dark web","Cocaïne","Cocaïne","Cocaïne"
"1461",898,"PSY242040","4-MMC","Buvard / Micropointe","Blanc","64","MISE A JOUR :

Nous détectons de la 4-MMC uniquement",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-02-26,0,1744829343,"Livreur","4-MMC (mephedrone)","4-MMC (mephedrone)","Cathinones"
"1462",451,"PSY254010","Cocaïne","comprimé","blanc","73","Cocaïne 82% base soit 92% équivalent chlorhydrate

+/- 10%",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-11-27,0,1704721741,"Réseaux sociaux en ligne","Cocaïne","Cocaïne","Cocaïne"
"1463",1479,"PSY241005","LSD","Cristal","","0","LSD + 1 élément non identifié classique du LSD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-04-29,0,1692226141,"Deep web / dark web","LSD","LSD","Hallucinogènes"
"1464",1310,"PSY254288","Cocaïne","Poudre","Blanc crème","THC 10%, CBD <1%, CBN <1%","Cocaïne 35% base soit 39% équivalent chlorhydrate
Phénacétine 28%

+/- 10%",1,0,0,0,0,0,28,0,0,0,0,0,0,198,2024-07-15,0,1723114142,"Deep web / dark web","Cocaïne","Cocaïne","Cocaïne"
"1465",891,"PSY254273","3-CMC","","rose","NQ","3-CMC 80% base soit 95% équivalent chlorhydrate

+/- 10%",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-05-29,0,1743191342,"","3-CMC","3-CMC","Cathinones"
"1466",1280,"PSYCHO253426","3-MMC","Poudre","","37","3-MMC 78% base soit 94% équivalent chlorhydrate 

+/- 10%",0,0,0,0,0,0,0,0,0,0,0,0,0,253,2024-04-22,0,1731613742,"Livreur","3-MMC","3-MMC","Cathinones"
"1467",1716,"PSY241533","Speed (amphétamine)","Poudre","blanche","31","Alpha-phénylethylamine: NQ
Caféine: 80%
Amphétamine: traces
",1,0,0,0,63,0,0,0,0,0,0,0,0,0,2025-04-07,0,1744807743,"Don entre partenaire de conso","Speed (amphétamine)","Speed","Speed"
"1468",1995,"PSY242584","Speed (amphétamine)","Poudre","Rose","75","Amphétamine 75% base",1,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-12-26,0,1705967341,"Deep web / dark web","Speed (amphétamine)","Speed","Speed"
"1469",1597,"PSY241414","Speed (amphétamine)","Cristal","Blanc","80","Amphétamine 52% base",1,0,0,0,0,0,0,0,0,0,0,0,0,140,2024-07-30,0,1723553342,"","Speed (amphétamine)","Speed","Speed"
"1470",295,"PSY254352","3-MMC","Poudre","noir","THC 17%, CBN 4%","2-MMC détectée (nous ne quantifions pas encore cette molécule)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-01-13,0,1741290542,"Deep web / dark web","3-MMC","3-MMC","Cathinones"
"1471",782,"PSY253898","Cocaïne","Cristal","blanche un peu jaunatre","24","Cocaïne 78% base soit 87% équivalent chlorhydrate

+/- 10%",0,0,0,0,0,0,0,0,0,0,0,0,0,210,2024-09-19,0,1729622942,"Deep web / dark web","Cocaïne","Cocaïne","Cocaïne"
"1472",2574,"PSY241897","Héroïne","Herbe","Ivoire","82","Héroïne 43%
6MAM 39%
Morphine 4%

Il s'agit d'une héroïne sans (ou en quantités indétectables à l'hPLC) les alcaloïdes du pavot classiquement retrouvés dans l'héroïne (Noscapine, papavérine ...) ni les adultérants classiques (caféine ...)",1,0,0,0,28,0,0,0,0,0,0,0,0,0,2024-05-11,79459,1715798941,"Livreur","Héroïne","Héroïne","Héroïne"
"1473",2598,"RDRAD24849","Héroïne","","Transparent","32","Héroïne 17,55%
Paracétamol 23,19%
6-MAM 2%
Caféine 12,36%
Noscapine 12%
Papavérine 1% 
Nos résultats sont rendus avec une incertitude de +/- 10% ",1,2,0,0,0,0,0,0,0,0,0,1,0,0,2024-12-06,0,1731412142,"","Héroïne","Héroïne","Héroïne"
"1474",1037,"PSY253369","DMT","Poudre","beige","NQ","DMT détectée",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-01-28,0,0,"Deep web / dark web","DMT","DMT","Hallucinogènes"
"1475",3068,"PSYCHO242607","MDMA","Poudre","Blanc","68","MDMA 79% base soit 94% équivalent chlorhydrate

+/- 10%",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-05-21,0,1728413342,"Deep web / dark web","MDMA","MDMA","MDMA"
"1476",3207,"RDRAD241333","Cocaïne","","Gris / Marron / Beige","NQ","Cocaïne 80% base soit 90% équivalent chlorhydrate

+/- 10%",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-01-25,0,1744656543,"Deep web / dark web","Cocaïne","Cocaïne","Cocaïne"
"1477",1333,"PSY253773","Cocaïne","Poudre","beige","73","Cocaine 67% base soit 75% équivalent chlorhydrate
Lidocaine 8%

+/- 10%",1,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-09-07,0,1734436142,"Deep web / dark web","Cocaïne","Cocaïne","Cocaïne"
"1478",709,"PSY242871","MDMA","Poudre","","76","MDMA 80% base soit 95% équivalent chlorhydrate

+/- 10%",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-12-19,0,1720032553,"Deep web / dark web","MDMA","MDMA","MDMA"
"1479",1378,"PSY243244","Héroïne","","Blanc","84","Paracétamol : 52%
Caféine : 29%
Noscapine : 4%
Papavérine : 1%",1,7,0,0,32,0,0,0,0,0,0,0,0,0,2025-03-13,0,1696891742,"Deep web / dark web","Héroïne","Héroïne","Héroïne"
"1480",3156,"PSY241484","Héroïne","Poudre","Noir","86","Héroïne 29.7%
Caféine 11.8%
Paracétamol 21.5%
6-MAM 4.5%
Noscapine 16.9%
Papavérine <2%",1,0,0,0,13,0,0,0,0,0,0,0,0,0,2025-04-14,0,1728672543,"Réseaux sociaux en ligne","Héroïne","Héroïne","Héroïne"
"1481",882,"PSY254144","Héroïne","Herbe","blanc","80","Paracétamol 5% + 6MAM 4% + Caféine 5% + Héroïne 53% + Noscapine 23% + Papavérine 2%

attention profil atypique",1,35,0,0,24,0,0,0,0,0,0,0,0,0,2024-10-22,0,1726858141,"Deep web / dark web","Héroïne","Héroïne","Héroïne"
"1482",3197,"PSY241911","Héroïne","Poudre","blanc casse","85","Teneurs en héroïne, adultérants et alaloïdes (en équivalent base)
Héroïne 7%
Noscapine 19%
Papavérine 1%
Paracétamol 38%
Caféine 22%
Nos résultats sont rendus avec une incertitude de +/-10% sur la valeur chiffrée",1,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-04-16,0,1702338542,"Deep web / dark web","Héroïne","Héroïne","Héroïne"
"1483",3009,"PSY24991","Speed (amphétamine)","Poudre","Beige translucide","78","Dans cet échantillon, nous avons identifié et quantifié de l'amphétamine à 3.6% équivalent base et de la caféine à 23.1% équivalent base. Nous avons également un élément non identifié qui semble appartenir à la famille des amphétaminiques d'après son spectre. La semaine prochaine, nous allons faire un point pour un second avis et voir si nous l'envoyons à SINTES ou si nous arrivons à savoir de quelle molécule il s'agit par une autre méthode d'analyse. Ces résultats quantitatifs sont donnés avec une incertitude de 10%.",0,0,0,0,72,0,0,0,0,0,0,0,0,0,2024-09-05,0,1721213342,"","Speed (amphétamine)","Speed","Speed"
"1484",2778,"PSY242922","Cannabis / Herbe","","Diverses couleurs de comprimé (Vert,Bleu,Rouge)","THC 8%, CBD <1%, CBG 5%","Analysé par HPLC, laboratoire Checklabs.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-27,0,1729104542,"","Cannabis / Herbe","Cannabis (THC/CBD)","Cannabinoïdes"
"1485",399,"PSY241170","Cannabis / Herbe","Poudre","bleu","31","Analysé par HPLC, laboratoire Checklabs.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-05-04,0,1724971742,"Dealer en soirée","Cannabis / Herbe","Cannabis (THC/CBD)","Cannabinoïdes"
"1486",498,"PSY242581","Cannabis / Herbe","Cristal","marron","","Analysé par HPLC, laboratoire Checklabs.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-10-31,0,1727952543,"Deep web / dark web","Cannabis / Herbe","Cannabis (THC/CBD)","Cannabinoïdes"
"1487",3131,"PSY253353","Cannabis / Herbe","Poudre","","8","Analysé par HPLC, laboratoire Checklabs.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-31,0,1707486542,"Livreur","Cannabis / Herbe","Cannabis (THC/CBD)","Cannabinoïdes"
"1488",836,"PSY23458","3-MMC","Poudre","blanc","87","2-MMC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-03-11,0,1729190942,"Livreur","3-MMC","3-MMC","Cathinones"
